release	have	want
8759638	65	144
15005967	2	1
8074461	1	0
9479622	66	37
20444077	3	0
6032243	5	3
12678336	2	45
18161641	1	0
24146069	1	5
8998380	2	3
7548350	0	2
31020646	2	0
18807550	2	5
13176884	10	0
13683767	0	0
6467555	40	0
31699289	1	0
27394560	3	1
8122734	0	17
10104661	4	0
5299292	29	3
5232077	22	6
24803909	7	0
25616248	3	6
27402075	0	0
12505714	27	4
13639314	2	2
18653443	0	8
13167029	1	10
8291085	37	4
5608633	117	24
19176970	2	0
27072531	5	3
31648124	1	13
8942098	12	7
34892345	1	0
22279669	0	9
22116217	3	1
12730785	82	23
9007837	12	26
14598991	10	1
26196707	0	0
18654991	4	2
16104732	4	1
22986131	1	2
34653100	1	0
11933386	16	25
13592304	1	5
14980954	3	0
10441229	6	58
13137062	5	5
19799791	9	5
12011452	19	85
7834712	51	439
33541482	1	0
6027482	34	71
5953376	7	9
9425139	20	1
18146734	16	2
29246878	0	0
9658476	3	1
20362042	2	0
23856476	11	3
13976454	0	0
31326544	0	0
17530798	7	8
7179873	3	3
31037497	2	0
18757345	0	0
5458044	2	5
26806448	1	1
18561466	4	2
6969136	122	5
10691043	2	1
28328476	0	1
12115466	8	80
31237720	1	0
12641227	0	0
5469122	4	3
6038182	77	41
27247527	1	0
28720156	6	0
5198911	11	3
10944752	1	0
13897918	23	2
15138224	1	0
9054012	22	19
5213560	21	2
7424993	5	1
24295442	1	0
7462405	6	0
13153603	121	51
23682380	5	4
7063678	6	0
9468119	73	12
33987471	0	1
16786668	0	0
31282799	0	0
16136517	1	0
12586529	12	3
8361103	131	113
30549835	0	0
7802301	11	20
11420349	5	1
33723813	0	0
22876724	1	0
29290771	0	1
33698580	0	0
6666905	20	35
13638840	5	1
17005644	0	0
8136320	14	12
13436518	18	1
27093312	1	12
15076086	0	7
14386697	9	9
13740085	3	0
25484332	0	0
8506943	21	22
28158670	1	3
26268500	7	0
26537567	2	1
8023192	2	2
13363013	14	4
34768175	3	1
9715755	1	8
14816217	17	4
9653056	6	5
16284797	332	9
12204602	4	0
18250372	3	1
6590993	5	12
15260394	2	0
10737667	7	0
23785982	6	3
5352085	19	47
14093800	369	308
5705900	50	18
12541401	3	14
15254221	83	86
10671579	249	119
11024441	1	5
15273096	7	6
10494351	4	1
15441084	0	0
27662022	3	0
8490721	44	3
10668371	5	37
9339581	16	3
34612546	1	0
8626093	0	0
12379773	5	119
10701955	3	7
12300509	7	36
24073385	21	7
11790681	7	32
9147592	7	0
30456284	180	32
32142513	2	0
5251373	102	117
4764331	4	10
6640367	0	0
25755754	0	0
7178359	3	16
28310986	0	0
6280705	34	7
12168795	1	9
8489290	3	31
5271801	22	52
5645352	11	22
19306240	57	37
27196482	23	41
24371156	3	1
13691128	28	2
24185912	3	10
19522705	8	0
26177582	1	0
31915258	1	0
8380680	22	84
7056374	9	4
5035020	10	56
9868443	3	4
10936388	9	0
13320871	0	0
31896037	0	0
19813576	24	37
16376934	3	1
14071412	6	11
12785261	6	4
13441452	2	5
29112643	115	40
9116244	1	1
13416305	5	6
9736024	24	9
8595546	7	0
22798022	201	40
24091235	1	1
16292666	1	3
5660340	4	1
9303197	18	9
7446533	47	16
4864880	38	34
11101845	1	1
15898868	65	62
14329686	47	49
15020305	21	0
8816133	7	0
22750793	8	4
8200564	1	1
26873462	1	2
20473231	4	1
6336519	1	0
18393265	3	1
6727319	1	15
24940303	2	54
8866405	20	1
4898440	14	1
13802676	2	3
15860576	10	15
6055466	2	6
5898548	23	4
13183400	0	0
32047491	0	0
10152381	3	0
26221004	1	2
5279454	17	31
30018541	20	12
34491916	2	0
7909504	106	1
6968686	3	1
33345725	2	0
34239409	1	0
13384483	0	3
28657957	2	0
6026800	5	49
7449896	7	46
25362892	4	0
29852338	1	1
24962143	1	0
10719797	6	25
13525736	1	0
32475852	2	2
7346906	70	5
35450008	0	0
6486776	111	23
5530780	1	0
22501949	2	0
15877504	2	0
11361208	1	0
29328868	0	3
6397638	9	9
13594451	0	1
17445892	16	1
11790152	5	4
13719079	0	1
8113570	5	24
16373004	3	0
8409524	4	6
6583379	31	31
5945668	27	47
29809165	0	0
29996134	1	0
32969205	6	0
23291885	0	1
32085999	0	0
35239198	2	0
8141663	6	6
4903696	7	1
8141206	128	12
14613426	1	3
12550359	14	23
25928296	1	0
30710474	4	0
21284890	3	2
5616946	2	9
14767471	4	3
9441462	3	13
9699499	9	14
26279120	0	0
6767866	9	1
26586437	0	1
13072975	2	221
30159923	38	27
25669693	1	0
15412021	2	1
10849542	10	1
12111080	15	16
12642194	3	1
17162884	1	8
26529527	2	8
8555384	4	3
5598801	17	16
6816448	13	73
21339862	2	1
17833582	2	0
9477399	18	3
8006376	1	0
8137011	20	12
8175557	334	20
34388242	0	4
34814309	3	1
13988398	6	14
27197496	1	0
25690825	2	9
30767253	0	0
5980343	19	35
18973399	0	1
19329052	2	7
15921569	17	2
31089935	1	15
9526447	13	28
30062944	0	6
12048389	6	3
27463296	0	0
25530958	7	0
19488667	1	1
24581234	0	0
32015645	0	1
12294954	3	2
22087963	1	1
25849606	0	2
6811767	1	2
29796526	0	0
8562751	61	17
35408491	1	1
24070751	9	5
5766064	184	12
19232719	0	0
18729007	2	1
11883490	103	1
14872679	1	0
4762781	0	0
9387132	12	0
16177668	1	0
23617691	1	2
13249743	5	14
5536450	85	43
10300201	5	4
7818766	0	6
15960912	0	0
24777341	4	2
11484798	167	140
7341832	23	37
14488922	3	0
14533630	9	0
14734639	2	0
16001361	4	2
16473813	7	29
17500129	34	12
25730035	2	3
9690554	0	0
15161961	117	60
14515464	29	57
17632867	3	2
11179904	4	1
8527933	7	0
26437016	2	2
8189193	7	2
11328185	0	0
23103191	4	0
18207064	0	0
5730418	10	93
14327563	1	1
10472033	4	2
28449274	1	2
14650872	0	0
19361740	1	0
24860093	0	0
33374090	0	0
5763421	318	175
8304850	9	38
12230765	0	0
19838359	4	27
5653371	72	1
10011843	477	118
12047856	6	1
29297800	6	1
14644779	2	6
15825437	15	7
22668956	7	24
9892320	29	1
10551880	1	0
20984896	21	247
8234894	2	0
13001028	13	16
14879874	1	2
21285679	1	0
32099553	0	1
26994999	6	1
5863503	8	11
12372961	5	11
8611381	2	2
12649851	19	5
13107332	4	1
22893275	0	1
29845117	1	0
7241760	2	0
21035428	4	1
11007156	3	6
8958683	11	216
34954808	1	0
20098258	12	3
11660508	10	7
16231677	2	3
9451316	24	0
25773469	0	0
14603416	1	1
7036921	14	1
19092154	2	1
14614467	1	1
14681902	1	4
28738417	84	20
15992013	1	3
32701467	11	6
26102869	0	0
19330003	1	0
7447594	3	1
27332520	0	0
14251852	4	1
25950499	6	30
16233291	4	4
8319047	3	52
9634217	7	2
21114205	0	0
5166356	5	24
14888364	10	21
7459377	43	11
7974192	47	22
5460007	3	3
8558446	4	7
33555567	5	4
7545031	25	136
4674556	55	10
5398742	19	11
12845985	6	0
15631488	3	0
17794861	1	6
6649547	3	2
21072934	100	32
6261218	17	10
20077606	4	1
8644333	1	0
8515895	37	240
27606801	3	0
34275382	127	19
13561597	5	0
12284154	35	101
10428915	8	7
15157575	1	1
21936736	19	4
26228732	4	2
13568275	4	3
8906099	7	7
24616361	3	14
29964925	4	1
17673778	1	3
5181906	293	26
28590253	3	0
13949647	0	0
6672107	20	11
5645140	6	9
13186946	5	15
25185205	1	6
27294015	0	0
11366025	0	2
15210333	5	0
6278515	2	3
32376114	3	7
9170376	14	28
9250798	486	334
14951081	8	3
34473112	2	4
6965486	2	2
12550911	9	2
6980167	7	2
16059596	11	1
30100016	0	0
29924884	0	2
21821923	1	0
34281076	0	1
29815591	1	0
25033135	15	0
20334031	1	0
12417202	1	2
13849859	66	45
8611624	36	29
11387737	2	0
20204413	3	0
18159061	1	22
7903244	40	9
5440735	7	31
24757532	2	12
11948812	4	2
8013310	7	35
19312324	0	1
12028155	62	96
21377470	5	0
16097604	3	1
23248997	1	1
10073283	0	5
34282021	1	0
15237107	3	33
12427381	2	0
35001449	3	0
11258015	1	1
7519173	10	6
12628222	15	1
5971830	12	6
28317868	1	0
18043210	4	1
18710917	2	1
12283943	41	10
34865351	1	2
32226888	1	0
24318668	3	4
5093720	59	19
11263039	3	2
27896616	0	0
10039945	26	10
15483669	0	0
12433578	6	0
6931417	81	5
12053102	21	55
11686870	18	7
14540025	3	1
7093193	28	1
32989746	0	4
8256861	34	2
11118337	4	0
13446287	2	0
14311572	4	18
6051835	380	92
7352581	2	4
10466267	2	2
15449394	2	0
26055685	1	0
30819228	1	0
32671941	1	0
17280841	1	0
7292891	21	7
23548643	1	0
6369070	42	36
12942769	10	3
13564472	5	8
6919109	70	23
8777525	32	3
11003351	1	2
34984556	1	0
11939460	4	21
27596583	2	4
6806708	2	0
9835717	11	2
12337518	4	0
26464445	2	0
27939495	1	16
28773316	0	5
7971032	42	25
12942250	7	0
13210048	0	7
9219975	24	6
10293230	5	1
8761912	1	11
28659391	0	0
5343230	1	3
7516001	66	10
7781651	1	0
12470725	2	55
20208964	1	1
21599515	3	5
30564526	2	0
10931573	1	0
8728993	15	16
13675745	31	0
7508907	10	62
21952291	1	6
14387966	1	1
5154664	65	8
15481414	2	6
7422875	22	71
7525357	5	12
13500872	15	6
9240250	1	33
10237194	16	7
12387469	8	1
9356447	3	1
13480890	18	18
10850486	47	5
10190077	10	1
15981751	5	8
21505852	4	1
5288234	153	50
6126195	257	5
14148762	10	5
6925616	179	213
16681422	100	25
5015090	240	32
6645375	21	2
8657939	553	70
28753648	2	12
5574800	1	14
6950622	2	0
13425205	1	2
14384701	5	0
15962512	4	0
19018303	3	1
14586615	1	0
10355984	3	44
25006489	4	7
19565596	1	0
20314714	3	8
13324718	25	31
18910075	0	0
26465630	0	0
15530803	2	5
15678953	1	0
31180861	1	9
18525700	3	2
32707758	1	4
9541905	1	9
16218383	3	0
6773078	17	4
13069682	3	0
22434286	4	9
12746085	16	0
13219643	18	36
11533703	4	0
32848674	1	0
4885731	149	2
30972814	1	0
15214581	1	4
31611298	1	0
12763259	2	1
9253283	2	42
35346625	2	0
12195122	50	6
14842985	4	2
14444903	7	10
5940554	15	79
12904569	3	2
13593575	6	5
16023805	6	3
8888969	0	0
15418126	2	0
31861511	0	0
25244230	0	0
13236135	5	0
18046525	2	1
22418593	2	0
11416909	6	34
4831380	280	246
22373086	1	2
27772665	4	1
14886665	1	0
7780386	2	0
21842935	0	0
6079919	5	10
6196549	15	6
9224846	7	1
21511915	2	1
20297599	1	1
30022198	1	0
13918434	27	20
5289302	17	5
15278864	5	2
15624416	8	3
30242540	2	0
20997355	5	25
26351375	25	21
12598870	2	2
5739607	8	5
11355099	14	119
21182167	2	1
14534593	4	0
18494086	7	0
11135829	2	0
12144498	5	2
14851224	85	32
25658581	13	9
34642132	1	0
31245520	6	0
14854604	1	1
11762222	12	1
31655201	0	0
13248339	8	100
6099377	36	2
11298811	7	0
15443966	7	30
6303383	8	9
33919983	0	2
5669515	9	9
4997082	4	0
10232353	7	3
31285250	0	2
27170523	796	116
10856851	15	4
31141496	2	9
34710129	0	0
24175016	2	1
11706771	0	1
5859645	77	111
12764745	3	3
28664977	475	68
33483071	2	2
12661960	0	0
5814062	17	4
17411452	0	0
15604087	2	5
17748391	0	0
15074080	0	0
15957958	1	0
14894153	267	104
12719357	3	0
7668173	1	0
8321070	24	2
31871783	67	3
16999116	17	4
22341205	1	0
33556065	3	6
6181144	10	2
6581120	9	0
27127155	1	0
15454073	1	1
13460680	5	18
33145158	5	1
10613746	27	1
10538883	1	3
7879767	106	143
13108704	1	0
14132200	0	3
11314977	5	2
6541351	5	2
7818013	3993	1060
5759942	1	54
10692149	1	0
13173313	2	16
16269566	12	17
7848874	4	22
22371637	0	0
24801731	1	0
17256007	0	0
27528555	0	0
9998865	0	0
33945471	1	0
24207977	34	1
5144907	56	102
30587860	0	0
15000348	1	0
22920734	7	5
6023279	41	11
15440279	0	0
28042425	13	1
31988105	1	4
33782883	0	0
12262659	2	3
10507288	2	33
12865791	0	2
13896880	46	99
14577704	1	5
25448899	2	2
12866343	3	2
19033261	93	29
34489786	0	0
32097546	18	111
12979419	1	0
11087098	14	0
9743573	19	486
14493843	0	0
9828340	33	17
15895426	3	0
19617748	4	3
14547326	0	0
35174815	0	0
5021462	23	33
11338831	5	0
21333274	3	2
19096315	1	5
11377369	4	8
8567661	2	1
21989902	3	3
5909161	18	10
19373698	154	60
13143922	13	5
4950296	15	31
9230267	10	7
29271814	4	0
25121098	0	4
30736417	1	3
9634459	1	24
11588706	8	0
10562798	3	4
11828203	2	22
35458486	1	1
7405073	57	1
27013887	0	0
12027214	6	3
14974363	0	0
11892762	7	4
11068752	7	6
13431003	0	0
29124238	0	0
5636223	31	19
6893093	0	0
13099969	20	9
5028726	136	16
6271693	295	47
18877735	56	38
5638491	23	4
32415771	5	13
19372546	1	8
25240444	0	0
30849888	0	0
8250245	10	3
5968376	3	25
6819533	19	10
26947811	0	0
13921798	11	1
31396553	16	0
10247065	4	2
29147215	0	0
5838421	61	7
22789607	7	1
22604267	2	0
32438436	1	0
7046219	7	17
11045592	17	12
15460462	177	58
18024172	1	0
4752628	8	6
23145230	7	1
15607644	8	8
5155168	8	1
15976790	2	33
34981226	0	0
6223695	34	19
23767619	4	18
32474367	4	0
16326420	4	0
15472164	248	40
5581520	313	56
7894405	110	26
16371306	0	0
25643281	29	8
31339735	0	5
9218575	193	182
5560423	26	6
6696125	28	6
23176901	1	1
25316629	1	1
28686601	0	4
15836251	0	2
13373488	5	2
13984249	1	1
11870477	1	6
12340452	87	52
22489643	1	0
34378660	10	2
7294953	6	5
4735727	34	107
13643111	3	51
7888362	9	0
11591315	10	29
13342947	69	12
15904525	1	5
10991377	38	140
21780475	3	3
10041406	4	133
11099188	22	1
11705724	1	0
29272141	0	1
23733272	0	0
20145448	7	0
32984811	3	1
34257667	1	0
16139377	1	0
11316293	1	0
16096988	1	22
4829891	1	41
9255828	5	7
12527942	1	5
5693386	19	13
14874800	1	1
13099597	13	0
22127905	105	94
33624888	0	0
10427705	29	1
35453236	0	0
27020853	2	0
18718981	1	1
7434266	5	2
11721711	2	1
7433254	4	0
26796989	0	0
28127620	1	2
31980239	1	0
12695013	0	0
8254079	7	4
28962490	4	21
29940472	2	8
24862175	0	3
12178274	5	2
8967289	181	28
13683387	2	1
9806457	2	1
22479908	5	5
10617553	50	17
22437334	0	1
5433152	5	2
14770485	0	0
14058603	4	4
14233443	5	22
6199950	27	5
26958203	47	17
9912115	37	82
18432769	0	0
20246407	5	5
29375590	2	0
9861683	4	5
27198651	0	0
15684940	0	0
31822043	0	0
22507898	0	0
30739432	4	0
10071401	123	89
6770441	28	11
13693025	64	30
28194754	7	2
15516627	2	0
4687704	35	0
15604035	11	5
33772374	151	19
31891732	24	4
6514111	4	1
13836453	4	2
5246078	0	0
33775245	2	4
13205021	1	3
13659263	9	8
16223476	0	1
14254955	2	6
34417930	0	0
23614259	2	0
12417263	5	2
33840792	0	0
23370134	2	0
10032629	4	35
22985927	2	0
5735091	0	0
11868820	7	4
10231739	13	17
10005254	10	5
14088340	11	0
25768639	10	3
5484085	1	0
20738086	7	8
27821487	118	229
8428070	7	3
25308649	14	8
14624815	7	3
25830442	1	5
22786241	4	2
29609116	2	49
7099300	0	0
9209305	41	5
7789878	2	3
8443520	23	29
8788411	7	9
10913718	0	1
13494552	1	1
8805543	104	0
30766635	0	0
7969169	5	4
5067739	207	39
23315225	9	4
32199000	6	14
5446415	334	72
7197168	17	8
29871595	2	0
29181922	0	0
7938659	3	1
5886633	30	0
8513096	1	5
18679024	4	5
34327147	0	1
32469396	0	0
10925815	5	34
5114033	59	56
8241073	7	1
18756844	5	1
5674218	4	0
13237532	6	4
12166371	3	0
28585729	9	2
30371951	103	27
17046453	9	4
31323624	0	10
12206446	19	0
12574284	23	2
7132338	8	6
11767644	3	1
7278333	48	2
33572373	1	1
15527236	129	6
9699087	0	13
7439555	14	2
34089298	1	0
34847237	1	3
21406249	29	17
5521139	36	8
14144928	2	2
10226325	4	1
31829489	1	0
25920850	0	1
7168261	16	26
34617301	3	5
5139585	10	7
10297393	2	1
12371742	2	2
24948856	0	0
10384039	2	0
16995837	2	3
24020792	7	1
12966850	38	13
8918338	27	2
14764781	2	0
17385196	4	1
22251034	3	0
10187820	0	0
14723341	0	0
6158637	27	2
18143035	5	0
11153459	154	26
31881178	82	16
25403023	1	0
14325033	0	6
7497631	1	2
14878083	13	0
17130483	1	0
23672090	2	0
10684696	2	0
24247874	0	1
7932815	10	3
6555180	3	34
13153894	11	354
21628255	1	0
15702818	4	2
31386710	0	0
7140097	5	2
12887349	1	0
14883555	3	3
8759298	231	54
21447205	1	0
27545181	2	2
31944652	48	19
23059124	0	0
20165554	15	3
16370535	30	278
7836679	4	7
11334239	12	21
12599571	2	2
4969181	257	45
9389798	34	37
19928926	1	4
5090815	1	0
4823386	23	103
21753067	2	5
20818480	1	1
11324267	1	0
14643802	17	6
5722294	6	17
6623748	8	5
20659981	21	7
14013211	5	3
31410830	0	0
20205226	0	0
14960967	6	5
7415757	0	0
10200615	5	3
5395493	0	2
9242894	19	21
16978659	3	176
8997984	7	5
16006796	2	7
33156162	1	2
25041682	7	1
25479739	1	1
10523009	1	2
6993286	0	0
5462746	5	1
23631779	2	0
6239696	6	2
34034808	0	1
11454204	1	9
4692714	18	178
14499722	17	27
15171418	1	0
14870626	24	19
30988504	0	1
10977845	1	2
12312294	108	12
8711235	6	6
27993909	3	0
13599050	51	22
19527961	1	0
18083140	4	0
33570684	18	7
12661463	7	4
4712864	29	14
11321327	32	182
15813481	7	25
15547983	2	0
15206921	4	7
12139012	0	0
11518604	111	18
28381777	0	0
29627143	2	1
11494879	3	3
15294083	5	5
19103842	11	1
31688201	7	0
15146937	19	11
10833049	38	1
7337811	2	1
5764181	45	3
10244015	26	88
14350660	0	0
25875586	3	2
7230587	20	2
13668373	5	368
11276725	32	1
12167031	11	2
12061254	1	1
11010655	1	5
4691710	17	29
5430380	24	4
13149835	5	1
11387505	4	4
34671112	10	7
10089486	104	72
11944744	0	0
13114347	36	19
27326493	70	14
19529806	0	21
10551902	5	22
14481338	12	2
21978892	0	0
34742841	2	0
16910487	2	0
6980486	30	61
15415076	1	7
10397527	6	20
5329699	12	1
9249116	51	36
11555459	12	6
24741374	0	2
12350004	6	1
15964614	18	4
6594161	28	16
27269982	0	0
32540202	4	8
13580701	0	0
22068418	1	1
13115831	2	4
12415714	2	4
7155827	14	119
17477458	1	0
12680149	1	0
14906757	7	1
22347550	6	7
7738852	15	16
27107283	7	1
30740449	2	2
8552563	14	13
7404233	16	1
30960724	3	0
8768447	10	2
15809508	2	2
26995821	2	1
12818769	1	0
14031049	33	191
33177930	0	0
24737513	0	3
5580451	34	152
6841766	8	20
12282149	9	8
5083432	4	10
17453329	63	26
22850597	0	0
9191694	59	44
7063556	52	16
33779214	2	0
27691197	1	0
34235314	0	0
31442597	0	21
26059162	0	0
5551544	91	39
14759985	17	9
4916081	23	16
5226562	2	18
6346464	13	3
10102572	1	1
26502665	28	16
10407875	0	0
4772269	191	88
15733917	3	4
33263529	119	31
18169504	9	1
6155109	3	0
34275922	1	0
23144006	3	28
8831691	25	7
28155196	7	0
29283664	0	0
5008873	55	2
8516233	18	47
7231084	3	8
24134894	4	2
13124735	13	7
29157904	1	0
25629031	1	0
8278504	6	1
7292938	17	197
15751524	1	21
13142867	4	7
19513894	480	27
16302842	6	4
14687221	5	10
6009115	14	1
20429971	0	1
11184233	21	5
4838685	135	46
22305169	3	10
5565012	36	2
28242952	0	0
5360366	1	0
17840782	0	1
19500427	0	0
7575757	10	0
14610930	11	2
25580932	2	1
6129927	2	4
7641272	18	21
6400410	1	0
6556259	3	2
24835940	0	7
22355065	4	2
6899876	11	1
8845116	6	8
11524093	2	1
5480703	45	41
32313471	0	2
22849760	2	0
21651658	2	2
27737421	4	1
16116116	137	38
15020012	0	4
13070392	50	7
33340370	4	0
27814065	3	1
10363969	12	10
10863185	1	0
5497943	4	3
33179937	19	10
16209025	2	4
10914801	469	74
14678616	3	97
15990804	6	3
8347493	55	15
11152720	76	86
30482990	6	1
28186480	55	21
6720860	20	2
28309213	1	1
13762847	1	0
33300048	3	16
5633776	6	5
6562764	55	25
10025247	4	19
13681733	15	70
14641977	8	11
10862546	145	38
13131159	13	7
18185932	31	14
32627502	37	9
34339552	65	15
29752201	2	2
8760813	4	4
10480473	17	49
5083346	61	5
13203982	3	2
12071559	8	3
5158009	49	14
4964914	27	6
6737096	0	0
24006227	2	0
24597479	1	3
26358731	50	29
14919511	9	12
5644577	15	3
7369360	13	2
12091690	5	0
22218382	421	38
23793611	2	0
27684579	1	1
24497999	17	5
5131948	18	10
28216135	2	10
14885714	7	0
15135932	7	5
12423652	1	1
21783346	2	3
24981817	4	2
22357873	28	24
8664923	37	2
10280011	38	3
6933158	65	13
24597386	1	0
23703497	4	67
34283035	6	12
34792340	2	0
8018521	1	0
35354206	2	1
4701134	88	17
4865567	6	6
8435424	38	9
7329160	35	129
9271930	2	7
9376125	17	282
30369470	2	0
5625847	9	5
9840186	10	7
14737128	1	0
6299403	26	2
26419253	0	0
12150110	0	0
9231248	49	2
10666917	8	1
21841813	3	0
17816626	3	0
5876011	17	4
5059400	4	2
22801292	2	0
14215861	2	1
11527849	2	4
25453348	0	0
16629273	27	4
17967214	3	80
19523029	6	1
13964424	4	0
5638840	75	18
11058557	3	1
15683020	3	0
18239302	6	1
23357963	0	0
5907917	6	106
21405079	21	18
9153402	91	6
25701712	3	0
17322769	2	0
15837064	3	6
14291732	0	5
14426497	1	0
16262862	3	18
20399095	1	1
8778594	5	3
16057041	7	0
11246217	2	1
30536305	1	3
32076318	0	0
5505405	143	4
22716191	1	0
8324192	19	72
14124597	11	5
14156706	1	0
16971960	3	11
29305135	1	51
8262534	79	3
4918684	63	9
12700160	8	5
34174276	0	0
6462738	17	1
7573471	4	0
19840123	75	60
28264348	0	0
32101701	13	1
14397952	25	4
20357011	1	2
9938664	9	6
8104347	0	1
11608287	1	23
9016276	2	11
10849054	175	41
23651801	0	0
29800957	2	2
11304394	6	1
31901857	1	2
5157961	79	3
8856695	60	210
6707201	131	5
22766570	0	0
25514131	0	0
8718123	1	0
6353834	2	10
13899470	1	0
34333963	0	1
7752435	4	11
12076518	10	14
13542811	0	0
14480417	4	3
13404811	12	0
17810104	1	0
34387489	1	1
34436545	19	1
8252056	25	36
12839492	2	0
16329288	1	1
31055195	2	1
10594165	10	2
31591426	2	1
33982497	2	0
16419645	145	84
19124026	3	0
9859467	20	0
16274115	4	1
12369417	57	14
25524241	7	5
30144356	1	1
32191728	1	2
34329625	0	0
5419854	3	2
13161500	1	1
14610607	0	1
30766167	4	0
21567985	3	8
14560388	1	1
5075754	14	1
13398879	4	0
31636048	1	0
12322887	2	1
14507129	2	1
16101537	4	24
18358984	1	0
12283289	1	0
26692133	4	1
19130575	54	3
30364865	0	0
24702776	0	0
6325251	80	6
8062761	6	2
15804184	1	2
21490606	1	5
19361095	5	1
14876819	0	1
27876651	5	0
31250608	31	53
16102442	2	13
12239432	6	5
14805975	8	15
28892794	0	0
17505832	0	1
6185451	65	4
13834491	7	9
17190373	1	1
13719401	4	6
6333322	18	7
9888529	1	2
24323516	8	0
7262929	18	74
8998640	9	1
13061110	14	13
29529451	1	0
16011251	0	0
5720070	3	0
13575553	16	4
28448704	289	184
10839177	12	14
9113312	37	18
6188684	49	23
12497618	12	6
13625360	67	72
13408337	7	2
5538487	11	4
5512752	3	8
14889143	3	4
24845828	3	1
5807113	10	0
10847377	1	0
10631489	5	0
13853558	6	3
25307119	2	3
16286933	1	5
10320465	0	2
17727331	1	0
16243298	4	3
16146703	18	11
17878897	2	6
13617653	2	0
19346557	0	3
5546722	15	3
15728448	1	7
6116851	17	3
15512759	0	5
29333506	0	0
14874428	3	3
19513711	5	5
9995900	26	8
11186361	259	205
20525650	27	4
14201106	12	5
14315844	6	3
8652024	309	193
10565831	32	4
11917191	2	5
13381562	1	1
8067196	0	0
19183255	1	2
14054862	2	1
23520482	2	6
33887475	3	0
9654955	10	0
29863405	11	0
13522099	28	0
16179906	0	1
7547644	95	53
7990822	27	98
5253079	10	29
30122813	2	0
5372370	1	0
11849401	7	10
33614481	1	3
6203622	767	48
24849650	1	1
9207973	7	0
15895846	7	0
8740788	0	0
34024791	0	6
29906602	6	0
11285197	5	5
19901131	9	1
23179250	6	5
15282524	0	0
15420884	0	0
7172129	3	0
26847662	0	1
13839670	0	0
30644275	1	1
12104437	5	0
16201509	2	0
25371109	1	1
8194498	22	91
15354728	1	4
19636390	1	0
7606243	67	6
28628440	2	0
13352744	1	2
19135534	0	1
5231199	35	2
6727698	64	71
6878413	21	16
12514554	2	33
10212297	7	3
20540986	41	14
27750357	2	2
14264550	14	6
13045109	35	3
30627301	1	0
34816073	2	0
5539249	326	391
11389329	10	7
14292695	5	5
11690369	68	3
9806251	55	240
18411022	1	0
8693261	14	53
9109924	14	26
8203136	10	8
31432310	1	10
11172938	0	0
10779581	12	4
31958927	1	2
28569151	1	0
6761076	5	9
9725509	4	2
11395486	10	40
8781202	98	12
16483014	2	0
6138264	5	66
12430370	21	12
6489827	7	14
17488327	2	4
10917578	5	0
34639177	1	0
32831040	1	5
11231500	12	1
12449048	4	3
7885271	6	45
11600162	18	12
14908394	4	24
4932737	7	80
7764444	0	1
6723143	17	24
6852656	8	24
35187403	0	0
31864283	0	0
28913614	7	1
17493673	7	0
12333764	75	91
10336584	4	0
10968823	2	2
13237930	0	5
28445401	1	0
30115166	1	0
14896191	12	36
35391976	0	2
13712111	2	0
10125614	6	1
13442797	49	4
14452573	1	2
32165466	0	0
18836890	3	0
15062262	3	5
12449555	2	0
31209691	0	0
6566060	1	1
12515338	73	590
20758450	6	5
26601560	5	3
35103698	0	0
25823038	2	0
21933046	20	15
24858185	0	0
15681032	1	1
16151613	2	1
30621388	1	4
30985330	0	0
13891446	7	21
7796892	8	1
24115241	2	6
20586556	9	50
34758392	0	1
15161286	20	3
9019630	135	155
17094594	0	0
23391398	1	1
14813036	5	87
6726920	133	128
11096579	35	43
23511401	49	32
7334889	1	3
15253185	99	17
4821807	10	1
8510132	154	55
11537434	3	1
13463013	9	1
14774059	81	40
19801162	1	0
22014016	4	3
15397101	5	2
8928672	1	0
13583844	21	21
10567380	2	6
6135898	9	1
9991065	13	6
11557668	4	78
10785134	5	6
14593346	1	0
31044619	1	0
6476902	0	0
21953011	3	6
15679838	5	0
14103730	46	12
31557028	1	0
8290653	12	3
14251857	7	12
12587972	0	5
13153454	10	9
7216381	72	39
31473260	12	4
22752059	1	1
24158456	38	5
15166521	0	5
5728219	4	6
18752053	27	33
9602901	155	273
13009883	1	1
7348307	6	66
15366327	9	3
6227749	25	26
25711651	3	0
30924012	0	0
32020622	2	9
10855160	25	54
7552291	43	68
13876373	4	2
16292235	13	5
20975251	0	0
18507808	1	1
26750414	8	4
14873671	3	0
34682085	1	1
14509580	842	1119
6962061	24	16
14888417	1	0
27163686	0	0
33741285	1	0
13594112	38	10
18911401	1214	204
8236552	8	5
15374271	1	0
27587085	7	0
10752040	9	17
19344736	3	14
8747037	4	1
29145307	1	1
31894834	1	1
13821138	3	0
35477152	1	0
13267228	6	1
8122561	82	28
9580935	12	36
11134837	2	0
27507915	1	2
22469458	10	2
9399715	8	11
18233695	2	1
5514075	12	1
29235817	1	1
31145075	1	0
28083532	0	0
6397094	7	2
18097681	2	2
10121545	3	0
12677653	3	0
8622178	5	10
8116398	12	38
15768747	0	0
20694070	2	8
9358547	107	47
27338070	0	0
11286295	5	9
16022592	3	1
24156218	1	4
23843924	2	2
11664938	0	3
10411227	3	4
23789969	0	3
15838978	40	16
30249338	0	0
14855921	21	1
